title,genres
the revenge,"{'contemporary', 'crime', 'mystery', 'suspense', 'mystery-thriller', 'fiction', 'adult-fiction', 'thriller', 'adult', 'unfinished'}"
ein hungerknstler,"{'literary-fiction', 'classics', 'novella', 'modern', 'psychology', 'sports', 'philosophy', 'short-stories', 'literature', 'fiction', '20th-century', 'novels', 'school', 'read-for-school', 'art'}"
sovereign grace,"{'christian', 'sociology', 'classics', 'religion', 'amazon', 'non-fiction', 'theology'}"
dal primo piano alla soffitta,{'roman'}
birds illustrated june ,"{'animals', 'reference'}"
the tale of old dog spot,"{'education', 'classics', 'animals', 'short-stories', 'fiction', 'childrens', 'read-for-school'}"
mr chipfellows jackpot,"{'short-stories', 'science-fiction', 'fiction'}"
eidolon,"{'mystery', 'death', 'paranormal', 'novels', 'fantasy', 'fiction', 'young-adult'}"
sound of terror,"{'short-stories', 'horror', 'science-fiction'}"
famous firesides of french canada,"{'religion', 'travel'}"
the trouble with telstar,"{'21st-century', '20th-century'}"
all day wednesday,{'science-fiction'}
the unthinking destroyer,"{'philosophy', 'short-stories', 'science-fiction', 'speculative-fiction'}"
little tales of the desert,"{'short-stories', 'fiction'}"
the great boer war,"{'history', 'amazon', 'fiction', 'politics', 'war', 'non-fiction'}"
astounding stories dec ,"{'adventure', 'classics', 'science-fiction', 'fantasy', 'amazon', 'short-stories'}"
sir tom,"{'classics', 'fiction'}"
aces up,"{'contemporary', 'romance', 'teen', 'high-school', 'chick-lit', 'realistic-fiction', 'fiction', 'adult-fiction', 'young-adult', 'contemporary-romance', 'non-fiction', 'unfinished'}"
mensonges,"{'fiction', 'thriller', 'novels'}"
fantme dorient,"{'literature', 'fiction', 'historical'}"
the happy man,"{'poetry', 'literary-fiction'}"
cyrus the great,"{'history', 'biography', 'novella', 'fantasy', 'novels', 'philosophy', 'fiction', 'historical-fiction', '20th-century', 'realistic-fiction', 'non-fiction', 'unfinished', 'historical'}"
history of rise of huguenots vol ,"{'history', 'non-fiction'}"
god and the world,"{'philosophy', 'politics'}"
the golden slipper,"{'fiction', 'childrens', 'picture-books'}"
wilsons tales,"{'fiction', 'action', 'science-fiction'}"
combat,"{'middle-grade', 'reference', 'fantasy', 'fiction', 'childrens', 'school', 'non-fiction', 'unfinished'}"
where theres hope,"{'contemporary', 'science-fiction', 'fantasy', 'short-stories', 'fiction'}"
el internet y los idiomas,{'fiction'}
andersonville complete,"{'history', 'biography', 'amazon', 'fiction', 'historical-fiction', 'war', '20th-century', 'memoir', 'politics', 'non-fiction', 'american', 'historical'}"
subjectivity,"{'psychology', 'philosophy', 'fiction', 'essays', 'non-fiction'}"
absolution,"{'romance', 'contemporary', 'family', 'death', 'fiction', 'contemporary-romance', 'adult', 'drama'}"
marocco,"{'fiction', 'biography', 'travel'}"
coles funny picture book no ,"{'picture-books', 'reference', 'fiction', 'childrens', 'non-fiction'}"
oneness,"{'adventure', 'teen', 'science', 'dystopia', 'speculative-fiction', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', 'childrens', 'school', 'adult', 'classics', 'adult-fiction', 'war', 'young-adult', 'middle-grade', 'action', 'science-fiction', 'coming-of-age'}"
the hound of heaven,"{'christian', 'biography', 'classics', 'religion', 'psychology', 'literature', 'fiction', 'drama', 'poetry', 'spirituality', 'theology', 'art'}"
industrial conspiracies,"{'classics', 'philosophy', 'fiction', 'politics', 'essays', 'economics', 'american', 'business'}"
mushrooms of america edible,{'mythology'}
clarks field,{'classics'}
the burgess bird book for children,"{'education', 'picture-books', 'animals', 'classics', 'reference', 'literature', 'fiction', 'read-for-school', 'childrens', 'science', 'school', 'non-fiction', 'unfinished'}"
men of the bible,"{'christian', 'biography', 'classics', 'religion', 'reference', 'fiction', 'non-fiction', 'theology', 'spirituality'}"
anything you can do,"{'romance', 'contemporary', 'chick-lit', 'fiction', 'comedy', 'adult-fiction', 'love', 'contemporary-romance', 'adult', 'new-adult', 'humor'}"
the last straw,"{'picture-books', 'poetry', 'childrens'}"
der mord,"{'classics', 'short-stories', 'fiction'}"
perhe,"{'contemporary', 'novella', 'short-stories', 'fiction', 'adult'}"
der moses des michelangelo,"{'classics', 'psychology', 'philosophy', 'fiction', 'non-fiction', 'art'}"
am i still there,"{'short-stories', 'fiction', 'science-fiction'}"
ham sandwich,"{'unfinished', 'fiction', 'science-fiction', 'fantasy'}"
news writing,"{'fiction', 'college'}"
sowing and reaping,"{'fiction', 'self-help', '20th-century'}"
maupassant short stories,"{'literary-fiction', 'classics', 'literature', 'short-stories', 'fiction', '20th-century'}"
the right time,"{'romance', 'contemporary', 'drama', 'historical-romance', 'chick-lit', 'fiction', 'adult-fiction', 'adult', 'non-fiction', 'unfinished'}"
abolition societies,"{'non-fiction', 'reference', 'fiction', 'politics', 'economics'}"
dead mans planet,"{'animals', 'short-stories', 'science-fiction'}"
elements of chemistry,"{'history', 'classics', 'philosophy', 'fiction', 'science', 'non-fiction'}"
dictionnaire,"{'horror', 'classics', 'religion', 'suspense', 'fantasy', 'mythology', 'literature', 'fiction', 'philosophy', 'non-fiction', 'magic', 'spirituality', 'historical', 'dark'}"
with joffre at verdun,"{'fiction', 'historical-fiction'}"
the dueling machine,{'fantasy'}
the thirst quenchers,{'science-fiction'}
sonny,"{'history', 'biography', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', 'war', 'love', 'memoir', 'school', 'non-fiction', 'read-for-school', 'amazon', '20th-century', 'historical'}"
the gnsis of the light,{'religion'}
nature myths stories for children,{'science'}
history of farming in ontario,"{'classics', 'short-stories', 'historical', 'non-fiction'}"
the hate disease,"{'short-stories', 'fiction', 'science-fiction', 'science'}"
a world by the tale,"{'contemporary', 'feminism', 'literature', 'short-stories', 'fiction', 'memoir', 'adult', 'non-fiction', 'poetry', 'american'}"
the campfire girls on ellens isle,"{'classics', 'adventure'}"
gold,"{'contemporary', 'adventure', 'crime', 'mystery', 'suspense', 'action', 'mystery-thriller', 'novels', 'literature', 'fiction', 'politics', 'adult-fiction', 'thriller', 'unfinished', 'adult', 'drama', 'american'}"
the counts chauffeur,"{'classics', 'adventure', 'mystery'}"
the barbarians,"{'history', 'biography', 'sociology', 'classics', 'novels', 'literature', 'fiction', '20th-century', 'non-fiction', 'american'}"
rhymes of a rolling stone,"{'classics', 'poetry', 'love', 'literary-fiction'}"
short stories,"{'literary-fiction', 'classics', 'modern', 'sports', 'literature', 'short-stories', 'fiction', '20th-century', 'adult-fiction', 'novels', 'theology', 'american', 'new-adult'}"
the amazon,"{'adventure', 'history', 'biography', 'travel', 'amazon', 'fiction', 'memoir', 'non-fiction', 'american', 'college'}"
the eve of the revolution,"{'romance', '20th-century', 'history'}"
red eve,"{'romance', 'adventure', 'horror', 'classics', 'action', 'historical-romance', 'fantasy', 'novels', 'fiction', 'historical-fiction', '20th-century', 'thriller'}"
the wanderers necklace,"{'romance', 'adventure', 'history', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', 'speculative-fiction', 'drama', 'historical', 'art'}"
the oedipus trilogy,"{'history', 'historical', 'classics', 'non-fiction', 'high-school', 'fantasy', 'mythology', 'literature', 'fiction', 'read-for-school', 'philosophy', 'historical-fiction', 'school', 'adult', 'drama', 'poetry', 'plays', 'college'}"
before adam,"{'adventure', 'history', 'roman', 'classics', 'animals', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'young-adult', 'speculative-fiction', 'unfinished', 'american', 'historical'}"
their pilgrimage,{'20th-century'}
that fortune,{'fiction'}
as we were saying,{'fiction'}
as we go,"{'classics', 'fiction', '20th-century'}"
bunner sisters,"{'romance', 'literary-fiction', 'classics', 'novella', 'novels', 'literature', 'fiction', 'short-stories', 'historical-fiction', '20th-century', 'american'}"
american newspaper,"{'history', 'humor', 'comics', 'fiction', 'graphic-novels', 'non-fiction', 'art'}"
certain diversities of,{'fiction'}
discontent,"{'romance', 'contemporary', 'mystery', 'suspense', 'contemporary-romance', 'coming-of-age', 'new-adult', 'dark'}"
equality,"{'education', 'feminism', 'sociology', 'psychology', 'fiction', 'politics', 'science', 'non-fiction', 'economics', 'business'}"
modern fiction,"{'classics', 'art', 'modern', 'philosophy', 'fiction', 'essays', 'school', 'non-fiction', 'read-for-school', 'college', 'humor'}"
shakespeare,"{'romance', 'classics', 'high-school', 'reference', 'literature', 'fiction', 'read-for-school', '20th-century', 'love', 'school', 'non-fiction', 'drama', 'poetry', 'adult', 'plays', 'college'}"
on horseback,"{'romance', 'history', 'roman', 'mystery', 'classics', 'suspense', 'historical-romance', 'chick-lit', 'novels', 'mystery-thriller', 'fiction', 'historical-fiction', 'romantic-suspense', 'adult-fiction', '20th-century', 'non-fiction', 'historical'}"
being a boy,"{'contemporary', 'middle-grade', 'teen', 'fiction', 'childrens', 'young-adult', 'non-fiction'}"
the story of pocahantas,"{'writing', 'classics', 'fiction', 'historical-fiction', 'music', 'non-fiction'}"
the children of the night,"{'horror', 'history', 'fantasy', 'short-stories', 'fiction', 'american', 'supernatural'}"
captain john smith,"{'history', 'biography'}"
in the wilderness,"{'romance', 'christian', 'history', 'biography', 'historical-romance', 'family', 'chick-lit', 'novels', 'fiction', 'historical-fiction', 'adult-fiction', '20th-century', 'adult', 'non-fiction', 'american', 'historical'}"
baddeck and that sort of thing,{'fiction'}
summer in a garden,"{'history', 'biography', 'classics', 'novella', 'fiction', '20th-century', 'science', 'memoir', 'non-fiction', 'american'}"
rhymes of a red cross man,"{'history', 'classics', 'literature', 'fiction', 'non-fiction', 'poetry', 'american'}"
the virgin of the sun,"{'romance', 'adventure', 'classics', 'science-fiction', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'war', 'speculative-fiction'}"
adventures of baron munchausen,{'fantasy'}
she,"{'romance', 'literary-fiction', 'contemporary', 'feminism', 'mystery', 'religion', 'science-fiction', 'fantasy', 'novels', 'speculative-fiction', 'fiction', 'adult-fiction', 'literature', 'thriller', 'dystopia', 'adult', 'young-adult', 'lgbt'}"
our american cousin,"{'history', 'historical', 'classics', 'fiction', 'historical-fiction', 'drama', 'plays', 'humor'}"
the hermit of far end,"{'romance', 'fiction'}"
the golden road,{'poetry'}
narrative of new netherland,"{'education', 'history', 'biography', 'classics', 'non-fiction'}"
birds and bees,"{'horror', 'fantasy', 'fiction', 'thriller', 'supernatural'}"
fenimore cooper offences,"{'writing', 'classics', 'literature', 'fiction', 'comedy', '20th-century', 'essays', 'short-stories', 'adult', 'non-fiction', 'read-for-school', 'american', 'humor'}"
essays on paul bourget,"{'biography', 'classics', 'travel', 'fiction', 'essays', 'american', 'humor'}"
a dogs tale,"{'horror', 'classics', 'animals', 'religion', 'novella', 'family', 'literature', 'short-stories', 'fiction', '20th-century', 'childrens', 'amazon', 'realistic-fiction', 'drama', 'american', 'historical', 'humor'}"
a burlesque autobiography,"{'biography', 'classics', 'literature', 'fiction', 'comedy', '20th-century', 'unfinished', 'american', 'humor'}"
the innocents abroad,"{'romance', 'adventure', 'history', 'biography', 'travel', 'comedy', 'historical-fiction', 'non-fiction', 'historical', 'novels', 'literature', 'fiction', '20th-century', 'unfinished', 'american', 'humor', 'classics', 'religion', 'memoir'}"
roughing it,"{'adventure', 'history', 'biography', 'travel', 'historical-fiction', 'comedy', 'non-fiction', 'historical', 'novels', 'literature', 'fiction', 'amazon', '20th-century', 'essays', 'unfinished', 'american', 'humor', 'classics', 'short-stories', 'memoir'}"
the gilded age complete,"{'literary-fiction', 'history', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'realistic-fiction', 'non-fiction', 'drama', 'american', 'historical', 'college', 'humor'}"
the american claimant,"{'romance', 'literary-fiction', 'classics', 'science-fiction', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'comedy', 'american', 'humor'}"
a double barrelled detective,"{'crime', 'mystery', 'classics', 'novella', 'mystery-thriller', 'novels', 'literature', 'fiction', 'short-stories', 'historical-fiction', '20th-century', 'american', 'humor'}"
the stolen white elephant,"{'mystery', 'classics', 'animals', 'mystery-thriller', 'literature', 'short-stories', 'fiction', '20th-century', 'comedy', 'american', 'new-adult', 'humor'}"
carnival of crime,"{'crime', 'classics', 'reference', 'paranormal', 'fantasy', 'literature', 'short-stories', 'fiction', 'comedy', 'essays', '20th-century', 'school', 'non-fiction', 'amazon', 'american', 'humor'}"
alonzo fitz and other stories,"{'classics', 'novels', 'amazon', 'short-stories', 'fiction', '20th-century', 'essays', 'american', 'humor'}"
those extraordinary twins,"{'classics', 'novella', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'comedy', 'childrens', 'read-for-school', 'american', 'humor'}"
the mysterious stranger,"{'literary-fiction', 'novella', 'historical-fiction', 'comedy', 'spirituality', 'historical', 'horror', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'school', 'unfinished', 'american', 'humor', 'classics', 'religion', 'paranormal', 'short-stories', 'dark'}"
christian science,"{'christian', 'history', 'classics', 'religion', 'novella', 'philosophy', 'fiction', 'short-stories', '20th-century', 'science', 'essays', 'young-adult', 'non-fiction', 'politics', 'theology', 'spirituality', 'american', 'humor'}"
mark twains speeches,"{'literary-fiction', 'history', 'classics', 'literature', 'fiction', 'short-stories', 'politics', '20th-century', 'essays', 'adult', 'non-fiction', 'memoir', 'theology', 'american', 'humor'}"
goldsmiths friend abroad again,"{'classics', 'modern', 'travel', 'literature', 'fiction', 'short-stories', 'adult-fiction', 'drama', 'american', 'humor'}"
republic of gondour,"{'amazon', 'fiction', 'philosophy'}"
twain letters vol ,"{'classics', 'short-stories', 'historical', 'biography'}"
the letters of mark twain,"{'romance', 'history', 'biography', 'historical-fiction', 'non-fiction'}"
herland,"{'adventure', 'literary-fiction', 'novella', 'historical-fiction', 'dystopia', 'speculative-fiction', 'college', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'school', 'adult', 'read-for-school', 'american', 'feminism', 'classics', 'adult-fiction', 'science-fiction'}"
leviathan,"{'history', 'sociology', 'classics', 'religion', 'psychology', 'philosophy', 'fiction', 'politics', '20th-century', 'literature', 'read-for-school', 'school', 'non-fiction', 'unfinished', 'essays', 'economics', 'historical', 'college'}"
moran of the lady letty,"{'classics', 'fiction'}"
verses ,"{'contemporary', 'literary-fiction', '21st-century', 'romance', 'feminism', 'mystery', 'religion', 'novels', 'literature', 'fiction', 'adult-fiction', 'realistic-fiction', 'politics', 'historical-fiction', 'adult', 'poetry'}"
the counterpane fairy,"{'middle-grade', 'classics', 'fantasy', 'short-stories', 'fiction'}"
in the heart of africa,"{'classics', 'fiction', 'history', 'non-fiction'}"
the puppet crown,{'novels'}
a knight of the cumberland,"{'classics', 'fiction', 'childrens'}"
capn eri,"{'classics', 'fiction', 'humor'}"
the doctor,"{'crime', 'mystery', 'suspense', 'mystery-thriller', 'fiction', 'adult-fiction', 'thriller', 'drama'}"
glengarry schooldays,"{'classics', 'psychology', 'fiction', 'historical-fiction', 'school', 'read-for-school', 'historical'}"
black rock,"{'mystery', 'suspense', 'mystery-thriller', 'fiction', 'thriller', 'adult'}"
the patrol of the sun dance trail,{'historical-fiction'}
the major,"{'history', 'biography', 'sports', 'fiction', 'non-fiction', 'unfinished'}"
phantastes,"{'romance', 'adventure', 'mythology', 'speculative-fiction', 'theology', 'spirituality', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'childrens', 'adult', 'school', 'unfinished', 'christian', 'classics', 'religion', 'adult-fiction', 'science-fiction', 'poetry'}"
how tell a story and others,"{'education', 'writing', 'classics', 'self-help', 'literature', 'fiction', 'short-stories', '20th-century', 'essays', 'amazon', 'comedy', 'non-fiction', 'philosophy', 'american', 'humor'}"
a laodicean,"{'romance', 'literary-fiction', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century'}"
steep trails,"{'adventure', 'history', 'biography', 'classics', 'travel', 'fiction', 'short-stories', '20th-century', 'essays', 'memoir', 'adult', 'non-fiction', 'unfinished', 'american'}"
the recreation of brian kent,"{'romance', 'christian', 'classics', 'fiction', 'historical-fiction', 'adult-fiction', 'non-fiction', 'historical'}"
miss billy,"{'romance', 'picture-books', 'classics', 'family', 'novels', 'amazon', 'fiction', 'historical-fiction', '20th-century', 'young-adult', 'coming-of-age', 'american', 'historical', 'new-adult'}"
the mysteries of udolpho,"{'romance', 'horror', 'mystery', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'mystery-thriller', 'graphic-novels', 'adult', 'thriller', 'unfinished', 'historical'}"
the princess aline,"{'classics', 'romance'}"
a heap o livin,"{'literature', 'poetry', 'sports', 'classics'}"
capn warrens wards,"{'classics', 'fiction'}"
the brown fairy book,"{'classics', 'fantasy', 'mythology', 'literature', 'fiction', 'short-stories', 'amazon', 'childrens', 'young-adult', '20th-century', 'speculative-fiction', 'magic', 'theology'}"
source of the nile,"{'history', 'biography', 'classics', 'travel', 'literature', 'fiction', 'historical-fiction', 'non-fiction', 'american'}"
the man from glengarry,"{'classics', 'religion', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', 'love', '20th-century', 'school', 'read-for-school', 'historical'}"
the valley of fear,{'read-for-school'}
the clever woman of the family,"{'romance', 'literary-fiction', 'feminism', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'read-for-school', 'college'}"
conquest of granada,"{'classics', 'war', 'history', 'non-fiction'}"
where theres a will,"{'fiction', 'mystery-thriller'}"
the naturewoman,"{'21st-century', 'classics', 'manga', 'fiction', 'drama', 'american', 'plays'}"
the machine,"{'adventure', 'novella', 'historical-fiction', 'science', 'dystopia', 'speculative-fiction', 'historical', 'horror', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'adult', 'school', 'read-for-school', 'classics', 'adult-fiction', 'science-fiction'}"
the bontoc igorot,{'history'}
the mucker,"{'romance', 'adventure', 'picture-books', 'classics', 'action', 'science-fiction', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'speculative-fiction'}"
the native son,"{'fiction', 'essays'}"
a bit of old china,"{'classics', 'american'}"
how members of congress are bribed,{'fiction'}
now it can be told,"{'history', 'biography', 'classics', 'fiction', 'war', '20th-century', 'memoir', 'non-fiction', 'historical'}"
days with sir roger de coverley,"{'christmas', 'classics', 'self-help', 'literature', 'fiction', '20th-century', 'school', 'read-for-school'}"
letters to dead authors,"{'history', 'biography', 'writing', 'classics', 'fiction', 'essays'}"
the burial of the guns,"{'literary-fiction', 'history', 'classics', 'short-stories', 'historical'}"
east lynne,"{'romance', 'literary-fiction', 'feminism', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'school', 'non-fiction', 'drama', 'historical'}"
the ward of king canute,"{'classics', 'historical-fiction'}"
man and superman,"{'romance', 'literary-fiction', 'classics', 'novels', 'philosophy', 'fiction', 'literature', '20th-century', 'comedy', 'read-for-school', 'school', 'historical-fiction', 'drama', 'poetry', 'politics', 'plays', 'humor'}"
caesar and cleopatra,"{'romance', 'history', 'historical', 'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'read-for-school', 'politics', 'adult', 'non-fiction', 'drama', 'plays', 'humor'}"
os lusadas,"{'classics', 'poetry', 'literature'}"
drakes great armada,"{'fiction', 'history', 'non-fiction'}"
within an inch of his life,"{'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'novels', 'amazon', 'fiction', '20th-century'}"
gilberts voyage,"{'christian', 'historical', 'fantasy', 'childrens'}"
the wandering jew book ii,"{'classics', 'fiction', 'family'}"
the wandering jew book iii,"{'romance', 'horror', 'classics', 'science-fiction', 'fantasy', 'literature', 'fiction', 'non-fiction', 'college', 'urban-fantasy'}"
the wandering jew complete,"{'romance', 'horror', 'classics', 'novels', 'literature', 'fiction', '20th-century'}"
indian heroes and great chieftains,"{'history', 'biography', 'writing', 'classics', 'fiction', 'historical-fiction', 'non-fiction', 'theology', 'american', 'historical'}"
the kentons,"{'classics', 'fiction', 'american', 'novels'}"
fennel and rue,"{'classics', 'novels', 'fiction', '20th-century', 'american'}"
dr breens practice,"{'classics', 'novels', 'literature', 'fiction', 'american'}"
their wedding journey,"{'classics', 'novels', 'fiction', 'historical-fiction', 'american'}"
a hazard of new fortunes,"{'literary-fiction', 'classics', 'novels', 'literature', 'fiction', '20th-century', 'school', 'read-for-school', 'american', 'historical', 'college'}"
indian boyhood,"{'education', 'middle-grade', 'christian', 'history', 'biography', 'picture-books', 'classics', 'fiction', 'historical-fiction', 'childrens', 'memoir', 'young-adult', 'non-fiction', 'american', 'historical'}"
their silver wedding,"{'classics', 'novels', 'fiction', 'historical-fiction', 'american'}"
the march family trilogy complete,"{'classics', 'novels', 'fiction', 'historical-fiction', 'american'}"
criticism and fiction,"{'history', 'writing', 'classics', 'fiction', 'essays', 'school', 'read-for-school', 'american'}"
my literary passions,"{'history', 'biography', 'writing', 'classics', 'literature', 'fiction', 'essays', 'american'}"
short stories and essays,"{'contemporary', 'short-stories', 'fiction', 'essays', 'non-fiction', 'american', 'lgbt'}"
old indian legends,"{'history', 'classics', 'religion', 'mythology', 'literature', 'short-stories', 'fiction', 'non-fiction', 'american', 'historical'}"
staccato notes of a vanished,"{'classics', 'fiction'}"
the standard,"{'literary-fiction', 'mystery', 'fiction', 'historical-fiction', 'adult-fiction', 'adult', 'unfinished', 'lgbt', 'humor'}"
the man of letters as a man,"{'education', 'writing', 'classics', 'fiction', 'essays', 'american', 'business'}"
literature and life,"{'fiction', 'spirituality'}"
old indian days,"{'history', 'biography', 'short-stories', 'fiction', 'memoir', 'american', 'historical'}"
my mark twain,"{'classics', 'fiction', 'historical-fiction', 'biography'}"
the white mr longfellow,"{'classics', 'fiction'}"
the soul of the indian,"{'history', 'biography', 'religion', 'philosophy', 'fiction', 'short-stories', 'memoir', 'non-fiction', 'theology', 'spirituality', 'american', 'historical'}"
april hopes,"{'romance', 'classics', 'novels', 'fiction', '20th-century', 'american'}"
the spell of egypt,"{'history', 'religion', 'reference', 'travel', 'mythology', 'fiction', 'non-fiction', 'unfinished'}"
the shame of motley,"{'romance', 'adventure', 'history', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century'}"
myths and legends of the sioux,"{'history', 'picture-books', 'classics', 'reference', 'mythology', 'short-stories', 'fiction', 'non-fiction', 'theology', 'american'}"
the american spirit in literature,{'history'}
the blazed trail,"{'classics', 'fiction', 'historical'}"
rebecca mary,"{'middle-grade', 'classics', 'novella', 'fiction', 'childrens', 'american'}"
bramblebees and others,{'science'}
the life of the fly,"{'read-for-school', 'science'}"
the strolling saint,"{'romance', 'adventure', 'history', 'classics', 'religion', 'science-fiction', 'novels', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
for the term of his natural life,"{'adventure', 'literary-fiction', 'crime', 'history', 'biography', 'classics', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'unfinished', 'politics', 'non-fiction', 'drama', 'historical'}"
on books and the housing of them,"{'classics', 'literature', 'fiction', 'essays', 'non-fiction'}"
kilo,"{'fiction', 'school'}"
the two vanrevels,"{'classics', 'literature', 'fiction', 'historical-fiction', '20th-century'}"
saint george for england,"{'adventure', 'middle-grade', 'history', 'classics', 'historical-romance', 'novels', 'fiction', 'historical-fiction', 'war', 'politics', 'young-adult', 'non-fiction'}"
the suitors of yvonne,"{'romance', 'adventure', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
the gadfly,"{'romance', 'history', 'classics', 'religion', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'thriller', 'unfinished', 'historical'}"
dracula,"{'romance', 'adventure', 'suspense', 'historical-fiction', 'historical', 'horror', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'vampires', 'adult', 'school', 'unfinished', 'classics', 'paranormal', 'adult-fiction', 'young-adult', 'dark', 'thriller', 'supernatural'}"
nederlandsche sagen en legenden,"{'fantasy', 'mythology'}"
the man of the forest,"{'romance', 'classics', 'fiction', 'historical-fiction', '20th-century', 'unfinished', 'historical'}"
the troll garden,"{'classics', 'fiction', 'childrens', 'picture-books'}"
old fritz and the new era,"{'historical-fiction', 'historical-romance'}"
more hunting wasps,{'science'}
the boys life of mark twain,"{'history', 'biography', 'classics', 'family', 'fiction', 'non-fiction', 'historical'}"
tish,"{'christmas', 'mystery', 'classics', 'mystery-thriller', 'novels', 'short-stories', 'fiction', 'historical-fiction', '20th-century', 'romantic-suspense', 'non-fiction', 'american', 'historical', 'humor'}"
the foreigner,"{'contemporary', 'literature', 'fiction', 'comedy', 'adult-fiction', 'read-for-school', 'school', 'adult', 'drama', 'american', 'plays', 'humor'}"
the life of cesare borgia,"{'adventure', 'middle-grade', 'history', 'biography', 'classics', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'historical'}"
merton of the movies,"{'romance', 'classics', 'art', 'novels', 'fiction', 'comedy', 'non-fiction', 'humor'}"
jeremy,"{'romance', 'history', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'adult', 'drama', 'historical'}"
henry viii and his court,"{'history', 'biography', 'modern', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'historical', 'art'}"
the versebook of a homely woman,"{'classics', 'poetry', 'amazon'}"
the metal monster,"{'literary-fiction', 'horror', 'classics', 'science-fiction', 'fantasy', 'novels', 'fiction', 'speculative-fiction'}"
hesiod the homeric hymns,"{'literary-fiction', 'classics', 'fantasy', 'mythology', 'philosophy', 'literature', 'historical-fiction', 'fiction', 'non-fiction', 'poetry', 'historical'}"
annajanska the bolshevik empress,"{'romance', 'classics', 'literature', 'fiction', 'comedy', '20th-century', 'historical-fiction', 'war', 'drama', 'plays'}"
the inca of perusalem,"{'classics', 'literature', 'fiction', 'comedy', '20th-century', 'drama', 'plays'}"
augustus does his bit,"{'classics', 'literature', 'fiction', 'comedy', '20th-century', 'politics', 'drama', 'plays'}"
great catherine,"{'classics', 'literature', 'fiction', 'comedy', '20th-century', 'drama', 'plays'}"
the harvester,"{'romance', 'contemporary', 'classics', 'animals', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', 'adult-fiction', '20th-century', 'young-adult', 'adult', 'childrens', 'science', 'american', 'historical'}"
the admirable crichton,"{'romance', 'classics', 'high-school', 'novels', 'fiction', 'comedy', '20th-century', 'adult-fiction', 'drama', 'plays', 'humor'}"
missy,"{'crime', 'biography', 'mystery', 'high-school', 'mystery-thriller', 'paranormal', 'amazon', 'fiction', 'love', 'non-fiction'}"
the king of irelands son,"{'classics', 'fantasy', 'mythology', 'literature', 'fiction', 'short-stories', 'childrens', 'school', 'speculative-fiction'}"
jos boys,"{'romance', 'middle-grade', 'history', 'classics', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'adult-fiction', 'adult', 'coming-of-age', 'american', 'historical'}"
the time machine,"{'adventure', 'novella', 'historical-fiction', 'science', 'dystopia', 'speculative-fiction', 'historical', 'horror', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'adult', 'school', 'read-for-school', 'classics', 'adult-fiction', 'science-fiction'}"
fanny herself,"{'romance', 'biography', 'classics', 'religion', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'politics', 'coming-of-age', 'american'}"
of human bondage,"{'romance', 'literary-fiction', 'drama', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'philosophy', 'unfinished', 'coming-of-age'}"
music and other poems,"{'drama', 'poetry', 'christian', 'fantasy'}"
the blue moon,"{'romance', 'crime', 'history', 'mystery', 'religion', 'suspense', 'fiction', 'historical-fiction', 'drama', 'historical'}"
